Type,Từ,Phiên âm,Hán Việt,Nghĩa,Ví dụ,Phiên âm ví dụ,Nghĩa ví dụ
HSK 5,联想,liánxiǎng,Liên tưởng,liên tưởng,这幅画让我联想到童年,Zhè fú huà ràng wǒ liánxiǎng dào tóngnián.,Bức tranh này khiến tôi liên tưởng đến thời thơ ấu.
HSK 5,脸盆,liǎnpén,Liễm bồn,chậu rửa mặt,我买了一个新的脸盆,Wǒ mǎile yīgè xīn de liǎnpén.,Tôi đã mua một chậu rửa mặt mới.
HSK 5,脸色,liǎnsè,Liễm sắc,"sắc mặt, vẻ mặt",他的脸色看起来不太好,Tā de liǎnsè kàn qǐlái bù tài hǎo.,Sắc mặt của anh ấy trông không được tốt lắm.
HSK 5,恋爱,liàn'ài,Luyến ái,Tình yêu,她在恋爱中总是非常认真,Tā zài liàn'ài zhōng zǒng shì fēicháng rènzhēn.,Cô ấy luôn rất nghiêm túc trong tình yêu.
HSK 5,两岸,liǎng'àn,Lưỡng ngạn,"hai bờ, hai bên eo biển",两岸人民应加强交流,Liǎng'àn rénmín yīng jiāqiáng jiāoliú.,Nhân dân hai bờ nên tăng cường giao lưu.
HSK 5,邻居,línjū,Lân cư,hàng xóm,我们的邻居很友好,Wǒmen de línjū hěn yǒuhǎo.,Hàng xóm của chúng tôi rất thân thiện.
HSK 5,铃,líng,Linh,chuông,上课铃响了,Shàngkè líng xiǎngle.,Chuông vào học đã reo.
HSK 5,铃声,língshēng,Linh thanh,tiếng chuông,电话铃声响起,Diànhuà língshēng xiǎngqǐ.,Tiếng chuông điện thoại vang lên.
HSK 5,领带,lǐngdài,Lĩnh đới,cà vạt,他每天都打领带,Tā měitiān dōu dǎ lǐngdài.,Anh ấy đeo cà vạt mỗi ngày.
HSK 5,令,lìng,Lệnh,"lệnh, mệnh lệnh",总统发布了新命令,Zǒngtǒng fābùle xīn mìnglìng.,Tổng thống đã ban hành lệnh mới.
HSK 5,流动,liúdòng,Lưu động,lưu động,城市里的流动人口很多,Chéngshì lǐ de liúdòng rénkǒu hěn duō.,Số dân cư lưu động trong thành phố rất nhiều.
HSK 5,流通,liútōng,Lưu thông,lưu thông,市场上的货币流通顺畅,Shìchǎng shàng de huòbì liútōng shùnchàng.,Đồng tiền lưu thông thuận lợi trên thị trường.
HSK 5,漏,lòu,Lậu,"rò rỉ, để lộ",水管漏水了,Shuǐguǎn lòu shuǐ le.,Ống nước bị rò rỉ.
HSK 5,漏洞,lòudòng,Lậu động,"lỗ hổng, khe hở",软件中有一些安全漏洞,Ruǎnjiàn zhōng yǒu yīxiē ānquán lòudòng.,Có một số lỗ hổng bảo mật trong phần mềm.
HSK 5,逻辑,luóji,La thiệt,"logic, lô-gic",他的逻辑思维很强,Tā de luóji sīwéi hěn qiáng.,Tư duy logic của anh ấy rất mạnh.
HSK 5,落实,luòshí,Lạc thực,thực hiện,我们要把计划落实,Wǒmen yào bǎ jìhuà luòshí.,Chúng ta phải thực hiện kế hoạch.
HSK 5,码头,mǎtóu,Mã đầu,"bến tàu, bến cảng",船停在了码头,Chuán tíng zài le mǎtóu.,Con tàu dừng lại ở bến cảng.
HSK 5,骂,mà,Mạ,mắng,他被妈妈骂了一顿,Tā bèi māmā màle yī dùn.,Anh ấy bị mẹ mắng một trận.
HSK 5,买卖,mǎimài,Mãi mại,mua bán,他在市场上做水果买卖,Tā zài shìchǎng shàng zuò shuǐguǒ mǎimài.,Anh ấy mua bán trái cây ở chợ.
HSK 5,漫长,màncháng,Mạn trường,dài dằng dặc,漫长的等待让他很焦虑,Màncháng de děngdài ràng tā hěn jiāolǜ.,Sự chờ đợi dài dằng dặc khiến anh ấy rất lo lắng.
HSK 5,漫画,mànhuà,Mạn họa,truyện tranh,孩子们喜欢看漫画,Háizimen xǐhuān kàn mànhuà.,Trẻ em thích đọc truyện tranh.
HSK 5,毛笔,máobǐ,Mao bút,bút lông,书法家用毛笔写字,Shūfǎ jiā yòng máobǐ xiězì.,Thư pháp gia dùng bút lông để viết chữ.
HSK 5,矛盾,máodùn,Mâu thuẫn,mâu thuẫn,他们之间有矛盾,Tāmen zhī jiān yǒu máodùn.,Giữa họ có mâu thuẫn.
HSK 5,冒,mào,Mạo,mạo hiểm,他冒着雨跑了出来,Tā màozhe yǔ pǎo le chūlái.,Anh ấy mạo hiểm chạy ra ngoài trong cơn mưa.
HSK 5,贸易,màoyì,Mậu dịch,"thương mại, buôn bán",贸易促进了经济发展,Màoyì cùjìn le jīngjì fāzhǎn.,Thương mại thúc đẩy sự phát triển kinh tế.
HSK 5,煤,méi,Môi,than đá,煤是重要的能源,Méi shì zhòngyào de néngyuán.,Than đá là một nguồn năng lượng quan trọng.
HSK 5,煤气,méiqì,Môi khí,khí ga,小心煤气泄漏,Xiǎoxīn méiqì xièlòu.,Hãy cẩn thận rò rỉ khí ga.
HSK 5,门诊,ménzhěn,Môn chẩn,phòng khám,我在医院门诊看病,Wǒ zài yīyuàn ménzhěn kànbìng.,Tôi khám bệnh ở phòng khám bệnh viện.
HSK 5,迷人,mírén,Mê nhân,"mê người, quyến rũ",她的笑容非常迷人,Tā de xiàoróng fēicháng mírén.,Nụ cười của cô ấy rất quyến rũ.
HSK 5,迷信,míxìn,Mê tín,mê tín,有些人对鬼神很迷信,Yǒuxiē rén duì guǐshén hěn míxìn.,Một số người rất mê tín về ma quỷ.
HSK 5,面貌,miànmào,Diện mạo,"diện mạo, khuôn mặt",她的面貌很美丽,Tā de miànmào hěn měilì.,Diện mạo của cô ấy rất đẹp.
HSK 5,面子,miànzi,Diện tử,"thể diện, mặt mũi",他觉得丢了面子,Tā juéde diū le miànzi.,Anh ấy cảm thấy mất mặt.
HSK 5,秒,miǎo,Miểu,giây,我们只剩下几秒钟了,Wǒmen zhǐ shèng xià jǐ miǎozhōng le.,Chúng ta chỉ còn vài giây.
HSK 5,敏感,mǐngǎn,Mẫn cảm,nhạy cảm,她对气味特别敏感,Tā duì qìwèi tèbié mǐngǎn.,Cô ấy đặc biệt nhạy cảm với mùi hương.
HSK 5,明亮,míngliàng,Minh lượng,"sáng, sáng sủa",房间很明亮,Fángjiān hěn míngliàng.,Phòng rất sáng.
HSK 5,明明,míngmíng,Minh minh,"rõ ràng, minh bạch",明明是你的错,Míngmíng shì nǐ de cuò.,Rõ ràng là lỗi của bạn.
HSK 5,命令,mìnglìng,Mệnh lệnh,mệnh lệnh,他发布了新的命令,Tā fābùle xīn de mìnglìng.,Anh ấy đã ban hành mệnh lệnh mới.
HSK 5,模范,mófàn,Mô phạm,"mô phạm, gương mẫu",他是个模范学生,Tā shì gè mófàn xuéshēng.,Anh ấy là một học sinh gương mẫu.
HSK 5,模仿,mófǎng,Mô phỏng,"mô phỏng, bắt chước",孩子喜欢模仿大人,Háizi xǐhuān mófǎng dàrén.,Trẻ con thích bắt chước người lớn.
HSK 5,模糊,móhu,Mô hồ,"mờ, mơ hồ",图片有些模糊,Túpiàn yǒuxiē móhu.,Bức ảnh hơi mờ.
HSK 5,模式,móshì,Mô thức,"mô hình, kiểu mẫu",这种模式很有效,Zhè zhǒng móshì hěn yǒuxiào.,Kiểu mẫu này rất hiệu quả.
HSK 5,摩擦,mócā,Ma sát,ma sát,轮胎和地面摩擦,Lúntāi hé dìmiàn mócā.,Lốp xe ma sát với mặt đất.
HSK 5,摩托,mótuō,Ma thác,xe máy,他买了一辆新摩托,Tā mǎile yī liàng xīn mótuō.,Anh ấy đã mua một chiếc xe máy mới.
HSK 5,模样,múyàng,Mô dạng,"hình dáng, bộ dạng",他的模样很熟悉,Tā de múyàng hěn shúxī.,Hình dáng của anh ấy rất quen thuộc.
HSK 5,目光,mùguāng,Mục quang,"ánh mắt, tầm nhìn",他的目光很坚定,Tā de mùguāng hěn jiāndìng.,Ánh mắt của anh ấy rất kiên định.
HSK 5,耐心,nàixīn,Nại tâm,kiên nhẫn,教师要有耐心,Jiàoshī yào yǒu nàixīn.,Giáo viên cần phải kiên nhẫn.
HSK 5,男性,nánxìng,Nam tính,"nam giới, đàn ông",男性通常比女性高,Nánxìng tōngcháng bǐ nǚxìng gāo.,Nam giới thường cao hơn nữ giới.
HSK 5,南北,nánběi,Nam Bắc,Nam Bắc,这条路南北走向,Zhè tiáo lù nán běi zǒuxiàng.,Con đường này chạy theo hướng Nam-Bắc.
HSK 5,南极,nánjí,Nam cực,Nam Cực,南极很寒冷,Nánjí hěn hánlěng.,Nam Cực rất lạnh.
HSK 5,难得,nándé,Nan đắc,"Hiếm có, khó có được",他们难得有一次全家出游的机会,Tāmen nándé yǒu yīcì quánjiā chūyóu de jīhuì.,Họ hiếm khi có cơ hội đi du lịch cả gia đình.
HSK 5,难以,nányǐ,Nan dĩ,"khó mà, khó có thể",这件事难以解决,Zhè jiàn shì nányǐ jiějué.,Việc này khó mà giải quyết được.
HSK 5,脑子,nǎozi,Não tử,"đầu óc, trí não",他脑子很聪明,Tā nǎozi hěn cōngmíng.,Anh ấy đầu óc rất thông minh.
HSK 5,内在,nèizài,Nội tại,"nội tại, bên trong",人的美在于内在,Rén de měi zàiyú nèizài.,Vẻ đẹp của con người nằm ở nội tại.
HSK 5,能量,néngliàng,Năng lượng,năng lượng,食物给我们提供能量,Shíwù gěi wǒmen tígōng néngliàng.,Thức ăn cung cấp cho chúng ta năng lượng.
HSK 5,年度,niándù,Niên độ,"năm, hàng năm",公司发布了年度报告,Gōngsī fābùle niándù bàogào.,Công ty đã phát hành báo cáo hàng năm.
HSK 5,年龄,niánlíng,Niên linh,tuổi tác,她的年龄是三十岁,Tā de niánlíng shì sānshí suì.,Tuổi của cô ấy là ba mươi.
HSK 5,年前,niánqián,Niên tiền,những năm trước (sự kiện nào đó),在战争爆发的年前，许多人已经预感到了危机的来临,"Zài zhànzhēng bàofā de nián qián, xǔduō rén yǐjīng yùgǎn dào le wēijī de láilín.","Trong những năm trước khi chiến tranh bùng nổ, nhiều người đã cảm nhận được khủng hoảng đang đến."
HSK 5,牛,niú,Ngưu,"mạnh mẽ, giỏi giang",他是个很牛的程序员,Tā shì gè hěn niú de chéngxùyuán.,Anh ấy là một lập trình viên rất giỏi.
HSK 5,牛仔裤,niúzǎikù,Ngưu tử khố,quần bò,她喜欢穿牛仔裤,Tā xǐhuān chuān niúzǎikù.,Cô ấy thích mặc quần bò.
HSK 5,农产品,nóngchǎnpǐn,Nông sản phẩm,nông sản,市场上有各种农产品,Shìchǎng shàng yǒu gè zhǒng nóngchǎnpǐn.,Trên thị trường có các loại nông sản.
HSK 5,女性,nǚxìng,Nữ tính,"nữ giới, phụ nữ",女性的平均寿命较长,Nǚxìng de píngjūn shòumìng jiào cháng.,Tuổi thọ trung bình của nữ giới dài hơn.
HSK 5,暖,nuǎn,Noãn,ấm áp,太阳使房间变暖,Tàiyáng shǐ fángjiān biàn nuǎn.,Mặt trời làm cho căn phòng trở nên ấm áp.
HSK 5,偶尔,ǒu'ěr,Ngẫu nhĩ,"thỉnh thoảng, đôi khi",我偶尔会去跑步,Wǒ ǒu'ěr huì qù pǎobù.,Tôi thỉnh thoảng đi chạy bộ.
HSK 5,偶然,ǒurán,Ngẫu nhiên,ngẫu nhiên,我们的相遇很偶然,Wǒmen de xiāngyù hěn ǒurán.,Cuộc gặp gỡ của chúng tôi rất ngẫu nhiên.
HSK 5,偶像,ǒuxiàng,Ngẫu tượng,thần tượng,他是我的偶像,Tā shì wǒ de ǒuxiàng.,Anh ấy là thần tượng của tôi.
HSK 5,拍摄,pāishè,Phách nhiếp,"chụp ảnh, quay phim",他们正在拍摄电影,Tāmen zhèngzài pāishè diànyǐng.,Họ đang quay phim.
HSK 5,排除,páichú,Bài trừ,"loại trừ, loại bỏ",我们要排除所有障碍,Wǒmen yào páichú suǒyǒu zhàng'ài.,Chúng ta phải loại trừ mọi trở ngại.
HSK 5,芳,fāng,Phương,hương thơm,花园里弥漫着芳香,Huāyuán lǐ mímàn zhe fāngxiāng.,Khu vườn tràn ngập hương thơm.
HSK 5,陪,péi,Bồi,"đi cùng, đồng hành",他陪我去医院,Tā péi wǒ qù yīyuàn.,Anh ấy đi cùng tôi đến bệnh viện.
HSK 5,喷,pēn,Phún,"phun, xịt",他在喷洒花园,Tā zài pēnsǎ huāyuán.,Anh ấy đang phun nước cho vườn.
HSK 5,喷嚏,pēntì,Phún thế,hắt xì hơi,我打了一个喷嚏,Wǒ dǎle yīgè pēntì.,Tôi hắt xì hơi một cái.
HSK 5,配备,pèibèi,Phối bị,trang bị,学校配备了新电脑,Xuéxiào pèibèi le xīn diànnǎo.,Trường học đã trang bị máy tính mới.
HSK 5,配套,pèitào,Phối sáo,"đồng bộ, trọn bộ",我们提供配套服务,Wǒmen tígōng pèitào fúwù.,Chúng tôi cung cấp dịch vụ đồng bộ.
HSK 5,哦,ò,Ngạc,ồ (thán từ),哦，我明白了！,"Ò, wǒ míngbáile!","Ồ, tôi hiểu rồi!"
HSK 5,盆,pén,Bồn,chậu,她在阳台上放了一个花盆,Tā zài yángtái shàng fàngle yīgè huāpén.,Cô ấy đặt một chậu hoa trên ban công.
HSK 5,披,pī,Phi,"khoác, trùm",他披了一件外套,Tā pīle yī jiàn wàitào.,Anh ấy khoác một chiếc áo khoác.
HSK 5,皮肤,pífū,Bì phu,da,她的皮肤很光滑,Tā de pífū hěn guānghuá.,Da của cô ấy rất mịn màng.
HSK 5,皮鞋,píxié,Bì hài,giày da,他穿了一双皮鞋,Tā chuānle yī shuāng píxié.,Anh ấy đi một đôi giày da.
HSK 5,脾气,píqi,Tỳ khí,tính khí,他的脾气不太好,Tā de píqi bù tài hǎo.,Tính khí của anh ấy không tốt lắm.
HSK 5,匹,pǐ,Thất,"con (ngựa, lừa)",他买了一匹马,Tā mǎile yī pǐ mǎ.,Anh ấy mua một con ngựa.
HSK 5,骗,piàn,Biện,lừa đảo,他被骗了很多钱,Tā bèi piànle hěn duō qián.,Anh ấy bị lừa rất nhiều tiền.
HSK 5,骗子,piànzi,Biện tử,kẻ lừa đảo,小心那些骗子,Xiǎoxīn nàxiē piànzi.,Cẩn thận những kẻ lừa đảo đó.
HSK 5,拼,pīn,Bính,"ghép, lắp ráp",他在拼一副拼图,Tā zài pīn yī fù pīntú.,Anh ấy đang ghép một bức tranh ghép.
HSK 5,频道,píndào,Tần đạo,kênh (truyền hình),你喜欢看哪个频道？,Nǐ xǐhuān kàn nǎge píndào?,Bạn thích xem kênh nào?
HSK 5,频繁,pínfán,Tần phồn,"thường xuyên, liên tục",他最近出差很频繁,Tā zuìjìn chūchāi hěn pínfán.,Gần đây anh ấy đi công tác rất thường xuyên.
HSK 5,品,pǐn,Phẩm,"Hàng hóa, vật phẩm",这家店的商品质量很好,Zhè jiā diàn de shāngpǐn zhìliàng hěn hǎo.,Chất lượng hàng hóa của cửa hàng này rất tốt.
HSK 5,品,pǐn,Phẩm,sản phẩm (thủ công),这些陶瓷品很精美,Zhèxiē táocí pǐn hěn jīngměi.,Những sản phẩm gốm sứ (thủ công) này rất tinh xảo.
HSK 5,品种,pǐnzhǒng,Phẩm chủng,"giống, loại",我们需要不同品种的花卉,Wǒmen xūyào bùtóng pǐnzhǒng de huāhuì.,Chúng tôi cần các loại hoa khác nhau.
HSK 5,平坦,píngtǎn,Bình thản,bằng phẳng,这条路很平坦,Zhè tiáo lù hěn píngtǎn.,Con đường này rất bằng phẳng.
HSK 5,平原,píngyuán,Bình nguyên,đồng bằng,这里是一个大平原,Zhèlǐ shì yīgè dà píngyuán.,Đây là một đồng bằng lớn.
HSK 5,评价,píngjià,Bình giá,Đánh giá,老师对他的作业进行了评价,Lǎoshī duì tā de zuòyè jìnxíngle píngjià.,Giáo viên đã đánh giá bài tập của anh ấy.
HSK 5,评论,pínglùn,Bình luận,bình luận,请不要随意评论别人,Qǐng bùyào suíyì pínglùn biérén.,Xin đừng tùy ý bình luận người khác.
HSK 5,乒,pīng,Binh,bóng bàn,他是乒乓球运动员,Tā shì pīngpāngqiú yùndòngyuán.,Anh ấy là vận động viên bóng bàn.
HSK 5,泼,pō,Pha,"hắt, đổ, tạt",他不小心把水泼在了地上,Tā bù xiǎoxīn bǎ shuǐ pō zài le dì shàng.,Anh ấy vô tình hắt nước ra sàn.
HSK 5,葡萄,pútao,Bồ đào,quả nho,葡萄很甜，很好吃,"Pútao hěn tián, hěn hǎochī.","Nho rất ngọt, rất ngon."
HSK 5,葡萄酒,pútaojiǔ,Bồ đào tửu,"rượu nho, rượu vang",红葡萄酒有助于心脏健康,Hóng pútaojiǔ yǒu zhù yú xīnzàng jiànkāng.,Rượu vang đỏ giúp cho tim khỏe mạnh.
HSK 5,期望,qīwàng,Kỳ vọng,"kỳ vọng, mong đợi",父母对孩子的期望很高,Fùmǔ duì háizi de qīwàng hěn gāo.,Cha mẹ kỳ vọng rất cao đối với con cái.
HSK 5,齐全,qíquán,Tề toàn,"đầy đủ, hoàn chỉnh",他的设备很齐全,Tā de shèbèi hěn qíquán.,Thiết bị của anh ấy rất đầy đủ.
HSK 5,其,qí,Kỳ,"của nó, khác, riêng",每个人都有其优点,Měi gè rén dōu yǒu qí yōudiǎn.,Mỗi người đều có điểm mạnh riêng.
HSK 5,启动,qǐdòng,Khởi động,khởi động,请启动引擎,Qǐng qǐdòng yǐnqíng.,Vui lòng khởi động động cơ.
HSK 5,启发,qǐfā,Khởi phát,"gợi ý, truyền cảm hứng",他的演讲给了我很多启发,Tā de yǎnjiǎng gěile wǒ hěn duō qǐfā.,Bài giảng của anh ấy đã cho tôi nhiều cảm hứng.
HSK 5,启事,qǐshì,Khởi sự,thông báo,学校发布了一则启事,Xuéxiào fābùle yī zé qǐshì.,Trường học đã đưa ra một thông báo.
HSK 5,起到,qǐdào,Khởi đáo,"đạt được, gây ra",这药起到了很好的效果,Zhè yào qǐdàole hěn hǎo de xiàoguǒ.,Thuốc này đã đạt được hiệu quả tốt.
HSK 5,起码,qǐmǎ,Khởi mã,ít nhất,我起码需要两个小时完成,Wǒ qǐmǎ xūyào liǎng gè xiǎoshí wánchéng.,Tôi cần ít nhất hai giờ để hoàn thành.
HSK 5,气体,qìtǐ,Khí thể,"khí, chất khí",氧气是一种无色无味的气体,Yǎngqì shì yī zhǒng wúsè wúwèi de qìtǐ.,Oxy là một chất khí không màu không mùi.
HSK 5,气象,qìxiàng,Khí tượng,"khí tượng, thời tiết",气象预报说明天有雨,Qìxiàng yùbào shuō míngtiān yǒu yǔ.,Dự báo thời tiết nói ngày mai sẽ có mưa.
HSK 5,签,qiān,Thiêm,ký,请在这里签字,Qǐng zài zhèlǐ qiānzì.,Vui lòng ký tên ở đây.
HSK 5,签订,qiāndìng,Thiêm đính,ký kết,双方签订了合作协议,Shuāngfāng qiāndìngle hézuò xiéyì.,Hai bên đã ký kết thỏa thuận hợp tác.
HSK 5,签名,qiānmíng,Thiêm danh,chữ ký,这里需要你的签名,Zhèlǐ xūyào nǐ de qiānmíng.,Ở đây cần chữ ký của bạn.
HSK 5,签约,qiānyuē,Thiêm ước,ký hợp đồng,他们今天签约了,Tāmen jīntiān qiānyuē le.,Họ đã ký hợp đồng hôm nay.
HSK 5,签证,qiānzhèng,Thiêm chứng,"thị thực, visa",我需要申请签证,Wǒ xūyào shēnqǐng qiānzhèng.,Tôi cần xin thị thực.
HSK 5,签字,qiānzì,Thiêm tự,ký tên,请在合同上签字,Qǐng zài hétóng shàng qiānzì.,Vui lòng ký tên trên hợp đồng.
HSK 5,前景,qiánjǐng,Tiền cảnh,"tiền đồ, triển vọng",这个项目有很好的前景,Zhège xiàngmù yǒu hěn hǎo de qiánjǐng.,Dự án này có triển vọng rất tốt.
HSK 5,前提,qiántí,Tiền đề,tiền đề,信任是合作的前提,Xìnrèn shì hézuò de qiántí.,Niềm tin là tiền đề cho hợp tác.
HSK 5,欠,qiàn,Khiếm,"thiếu, nợ",我欠他一百元,Wǒ qiàn tā yībǎi yuán.,Tôi nợ anh ấy một trăm nhân dân tệ.
HSK 5,枪,qiāng,Thương,súng,他在靶场练习射击枪,Tā zài bǎchǎng liànxí shèjī qiāng.,Anh ấy đang tập bắn súng tại trường bắn.
HSK 5,强度,qiángdù,Cường độ,cường độ,运动员的训练强度很大,Yùndòngyuán de xùnliàn qiángdù hěn dà.,Cường độ luyện tập của vận động viên rất cao.
HSK 5,墙壁,qiángbì,Tường bích,"tường, bức tường",墙壁上挂着一幅画,Qiángbì shàng guàzhe yī fú huà.,Trên tường treo một bức tranh.
HSK 5,抢,qiǎng,Thưởng,"cướp, giành",他抢走了我的书,Tā qiǎngzǒu le wǒ de shū.,Anh ấy cướp mất cuốn sách của tôi.
HSK 5,抢救,qiǎngjiù,Thưởng cứu,"cứu, cấp cứu",医生正在抢救病人,Yīshēng zhèngzài qiǎngjiù bìngrén.,Bác sĩ đang cấp cứu bệnh nhân.
HSK 5,强迫,qiǎngpò,Cường bách,"ép buộc, cưỡng chế",不要强迫别人做不愿意的事,Bùyào qiǎngpò biérén zuò bù yuànyì de shì.,Đừng ép buộc người khác làm điều họ không muốn.
HSK 5,悄悄,qiāoqiāo,Thiểu thiểu,"lặng lẽ, khẽ khàng",他悄悄地离开了房间,Tā qiāoqiāo de líkāi le fángjiān.,Anh ấy lặng lẽ rời khỏi phòng.
